date,type,category,description,amount,memo
2023-10-20,수입,급여,프리랜서 수입,3969420,
2023-10-21,수입,급여,프리랜서 수입,2876010,현금
2023-10-22,지출,문화/여가,OTT 구독,-15011,현금
2023-10-23,지출,주거,가스비,-41263,카드결제
2023-10-23,수입,기타수입,용돈,290482,카드결제
2023-10-24,지출,주거,가스비,-42270,
2023-10-24,지출,의료,약국,-91552,카드결제
2023-10-25,지출,쇼핑,온라인쇼핑,-461666,
2023-10-25,수입,기타수입,환급금,416602,
2023-10-25,수입,급여,보너스,2929571,
2023-10-25,지출,교육,온라인 강의,-509203,메모_2896
2023-10-25,지출,쇼핑,온라인쇼핑,-240675,
2023-10-26,지출,저축/투자,주식 매수,-848598,카드결제
2023-10-27,수입,급여,프리랜서 수입,2892210,카드결제
2023-10-27,지출,여행,여행 경비,-447390,
2023-10-28,지출,교육,자격증 시험,-237453,메모_4601
2023-10-29,지출,여행,여행 경비,-1201410,카드결제
2023-10-29,수입,급여,이자 수입,3155333,현금
2023-10-29,지출,주거,관리비,-190844,카드결제
2023-10-30,지출,문화/여가,스포츠센터,-16171,
2023-10-30,지출,여행,숙박비,-1369397,
2023-10-30,지출,문화/여가,공연 티켓,-54332,현금
2023-10-31,지출,주거,전기세,-106663,
2023-11-01,지출,통신,케이블TV,-29140,현금
2023-11-02,지출,의료,안과,-130277,현금
2023-11-02,지출,여행,숙박비,-507204,현금
2023-11-02,지출,식비,카페,-63208,
2023-11-02,지출,통신,케이블TV,-22216,현금
2023-11-02,지출,주거,가스비,-60187,
2023-11-03,지출,통신,인터넷 요금,-99963,
2023-11-03,지출,여행,항공권,-483056,
2023-11-04,수입,기타수입,중고 판매,198350,
2023-11-05,지출,쇼핑,화장품,-264881,현금
2023-11-05,지출,교육,온라인 강의,-261811,
2023-11-05,수입,기타수입,환급금,439129,
2023-11-06,지출,의료,한의원,-184914,현금
2023-11-06,수입,기타수입,환급금,117815,메모_3666
2023-11-07,지출,쇼핑,신발 구입,-63593,카드결제
2023-11-08,수입,기타수입,중고 판매,373872,메모_292
2023-11-08,지출,통신,휴대폰 요금,-99119,현금
2023-11-08,수입,급여,이자 수입,2632533,
2023-11-09,수입,기타수입,용돈,406601,
2023-11-09,수입,기타수입,용돈,210825,메모_405
2023-11-10,수입,급여,보너스,2976146,
2023-11-11,지출,교통,주유비,-102045,카드결제
2023-11-11,수입,기타수입,중고 판매,402550,현금
2023-11-12,지출,교통,주차비,-130499,현금
2023-11-14,지출,통신,휴대폰 요금,-119022,
2023-11-14,수입,기타수입,중고 판매,194166,현금
2023-11-15,수입,급여,월급,4054158,
2023-11-17,지출,주거,가스비,-55214,카드결제
2023-11-18,지출,의료,병원 진료,-195060,
2023-11-18,지출,의료,한의원,-166736,
2023-11-18,지출,저축/투자,주식 매수,-211777,현금
2023-11-19,지출,교통,고속도로 통행료,-107530,
2023-11-19,지출,교통,택시,-26518,메모_4106
2023-11-20,지출,쇼핑,옷 구입,-264859,
2023-11-20,지출,교통,택시,-131754,현금
2023-11-21,수입,급여,프리랜서 수입,2872143,메모_375
2023-11-21,지출,통신,인터넷 요금,-47190,현금
2023-11-21,지출,저축/투자,펀드 투자,-471296,메모_2470
2023-11-21,수입,급여,월급,3381019,
2023-11-23,지출,통신,인터넷 요금,-86144,메모_1064
2023-11-23,수입,급여,보너스,2683468,
2023-11-24,지출,쇼핑,옷 구입,-180163,현금
2023-11-24,지출,문화/여가,게임 아이템,-111722,메모_2471
2023-11-25,지출,여행,항공권,-594170,
2023-11-25,지출,의료,약국,-122792,현금
2023-11-25,지출,문화/여가,공연 티켓,-96949,카드결제
2023-11-25,수입,급여,이자 수입,4912303,현금
2023-11-26,지출,교육,교재 구입,-230908,카드결제
2023-11-26,지출,통신,케이블TV,-49661,
2023-11-27,지출,쇼핑,생활용품,-487940,메모_2568
2023-11-27,지출,문화/여가,OTT 구독,-48370,메모_2951
2023-11-27,지출,교통,버스,-80874,메모_3005
2023-11-30,지출,주거,수도세,-172757,카드결제
2023-12-01,지출,문화/여가,음악 스트리밍,-16296,현금
2023-12-01,수입,기타수입,용돈,396491,현금
2023-12-02,지출,통신,휴대폰 요금,-43678,현금
2023-12-04,지출,쇼핑,온라인쇼핑,-146493,
2023-12-04,지출,주거,가스비,-268686,
2023-12-04,지출,쇼핑,생활용품,-52072,현금
2023-12-05,수입,급여,프리랜서 수입,2860724,
2023-12-05,지출,통신,휴대폰 요금,-49852,
2023-12-06,지출,저축/투자,펀드 투자,-152463,
2023-12-06,수입,급여,프리랜서 수입,4045583,카드결제
2023-12-06,지출,통신,인터넷 요금,-57092,메모_4151
2023-12-06,지출,통신,인터넷 요금,-71832,메모_4335
2023-12-07,수입,기타수입,환급금,357817,
2023-12-07,지출,교육,자격증 시험,-140277,
2023-12-07,지출,교통,고속도로 통행료,-7197,
2023-12-08,수입,기타수입,환급금,24327,
2023-12-08,지출,교통,주차비,-32437,현금
2023-12-09,지출,교통,주차비,-60695,현금
2023-12-10,지출,주거,관리비,-256702,카드결제
2023-12-10,수입,기타수입,환급금,479813,메모_3996
2023-12-11,지출,식비,중식당,-63981,카드결제
2023-12-11,지출,주거,수도세,-42272,카드결제
2023-12-12,지출,여행,숙박비,-276300,메모_1730
2023-12-12,지출,저축/투자,펀드 투자,-405772,현금
2023-12-12,지출,교통,주차비,-96473,메모_1878
2023-12-13,지출,여행,항공권,-1124073,카드결제
2023-12-13,수입,기타수입,환급금,284291,
2023-12-13,지출,여행,항공권,-389141,메모_1813
2023-12-13,지출,문화/여가,음악 스트리밍,-38392,메모_4229
2023-12-14,수입,급여,이자 수입,3660280,
2023-12-14,지출,저축/투자,펀드 투자,-697234,현금
2023-12-14,수입,기타수입,중고 판매,430181,카드결제
2023-12-15,지출,통신,인터넷 요금,-41871,
2023-12-16,수입,기타수입,환급금,265255,카드결제
2023-12-16,지출,의료,약국,-177878,현금
2023-12-16,지출,주거,가스비,-250798,메모_2337
2023-12-16,지출,의료,약국,-128275,
2023-12-17,지출,의료,치과,-147948,현금
2023-12-17,지출,여행,항공권,-604465,현금
2023-12-17,지출,의료,안과,-39222,메모_3729
2023-12-18,수입,급여,이자 수입,3855945,카드결제
2023-12-18,지출,교통,주차비,-133625,
2023-12-19,수입,급여,프리랜서 수입,2596276,
2023-12-19,지출,통신,케이블TV,-111586,
2023-12-20,수입,기타수입,용돈,282475,현금
2023-12-20,지출,문화/여가,공연 티켓,-78778,카드결제
2023-12-20,지출,저축/투자,펀드 투자,-756815,현금
2023-12-20,지출,저축/투자,적금 납입,-391379,메모_3969
2023-12-21,지출,주거,가스비,-245093,
2023-12-22,지출,주거,수도세,-71428,메모_204
2023-12-22,수입,급여,프리랜서 수입,2522485,카드결제
2023-12-22,지출,문화/여가,음악 스트리밍,-102279,메모_4782
2023-12-23,수입,기타수입,중고 판매,441497,카드결제
2023-12-23,지출,교통,고속도로 통행료,-69303,
2023-12-24,지출,쇼핑,옷 구입,-395466,메모_3501
2023-12-25,지출,주거,가스비,-162127,
2023-12-25,지출,식비,카페,-71920,
2023-12-26,지출,여행,항공권,-660969,현금
2023-12-28,지출,교육,교재 구입,-394511,
2023-12-28,수입,급여,이자 수입,3889649,현금
2023-12-29,수입,기타수입,중고 판매,304585,
2023-12-29,지출,의료,안과,-154707,카드결제
2023-12-29,지출,문화/여가,스포츠센터,-5959,
2023-12-30,지출,통신,휴대폰 요금,-95344,
2023-12-31,지출,교통,버스,-128783,카드결제
2023-12-31,지출,교통,KTX,-92667,
2024-01-01,지출,문화/여가,스포츠센터,-32919,
2024-01-03,지출,식비,일식당,-28578,카드결제
2024-01-03,지출,쇼핑,생활용품,-72049,
2024-01-03,지출,교통,버스,-12098,
2024-01-04,지출,교통,KTX,-139072,카드결제
2024-01-05,지출,저축/투자,펀드 투자,-705608,현금
2024-01-05,지출,여행,숙박비,-542037,현금
2024-01-05,지출,문화/여가,영화관,-42757,카드결제
2024-01-06,지출,식비,한식당,-19353,
2024-01-06,수입,급여,프리랜서 수입,3195957,메모_3945
2024-01-06,지출,식비,한식당,-15292,메모_4332
2024-01-07,수입,기타수입,환급금,124205,
2024-01-07,지출,쇼핑,신발 구입,-227646,
2024-01-07,지출,식비,한식당,-38808,
2024-01-08,지출,문화/여가,음악 스트리밍,-68318,
2024-01-08,지출,교통,KTX,-5675,현금
2024-01-08,지출,여행,여행 경비,-1310711,
2024-01-09,수입,급여,보너스,3975061,카드결제
2024-01-09,수입,급여,보너스,4856716,현금
2024-01-09,수입,급여,이자 수입,3165847,메모_2011
2024-01-09,지출,의료,치과,-26644,현금
2024-01-10,지출,쇼핑,신발 구입,-278777,메모_1137
2024-01-10,지출,쇼핑,가전제품,-68692,
2024-01-11,수입,급여,보너스,2964165,
2024-01-12,지출,식비,한식당,-18495,
2024-01-12,지출,문화/여가,음악 스트리밍,-66697,메모_1386
2024-01-14,지출,여행,숙박비,-607419,
2024-01-14,지출,쇼핑,옷 구입,-194779,
2024-01-14,지출,의료,병원 진료,-188789,현금
2024-01-15,수입,급여,프리랜서 수입,3755332,
2024-01-16,지출,쇼핑,화장품,-399510,카드결제
2024-01-16,지출,주거,전기세,-176774,메모_4260
2024-01-17,지출,주거,관리비,-188679,
2024-01-18,지출,주거,가스비,-223792,
2024-01-19,지출,여행,항공권,-185162,
2024-01-19,수입,기타수입,환급금,267967,
2024-01-19,지출,쇼핑,가전제품,-71749,메모_3210
2024-01-19,지출,문화/여가,음악 스트리밍,-13749,
2024-01-19,수입,급여,보너스,4999304,카드결제
2024-01-20,지출,식비,저녁외식,-22383,카드결제
2024-01-20,지출,저축/투자,적금 납입,-761139,카드결제
2024-01-20,지출,주거,수도세,-48115,카드결제
2024-01-21,지출,식비,중식당,-50500,메모_1590
2024-01-21,지출,저축/투자,펀드 투자,-350878,
2024-01-22,지출,주거,가스비,-46591,현금
2024-01-23,지출,식비,마트,-55190,현금
2024-01-24,지출,저축/투자,적금 납입,-418710,
2024-01-24,수입,급여,월급,4376252,메모_2358
2024-01-24,지출,의료,치과,-172155,현금
2024-01-24,지출,식비,배달음식,-11227,
2024-01-25,지출,의료,안과,-94583,
2024-01-25,지출,교육,교재 구입,-598532,
2024-01-26,지출,쇼핑,가전제품,-315895,메모_2351
2024-01-26,지출,의료,안과,-77806,메모_3763
2024-01-28,지출,쇼핑,생활용품,-423547,메모_831
2024-01-28,수입,기타수입,용돈,206511,
2024-01-29,지출,쇼핑,온라인쇼핑,-422933,카드결제
2024-01-29,지출,의료,한의원,-156415,
2024-01-30,지출,문화/여가,공연 티켓,-28456,
2024-01-30,지출,여행,항공권,-641123,
2024-02-01,지출,쇼핑,온라인쇼핑,-167880,
2024-02-02,수입,급여,보너스,2823134,메모_3820
2024-02-02,지출,교육,온라인 강의,-260020,
2024-02-03,지출,저축/투자,펀드 투자,-325033,
2024-02-04,수입,급여,프리랜서 수입,4653451,카드결제
2024-02-05,수입,급여,월급,3795044,카드결제
2024-02-05,지출,문화/여가,공연 티켓,-31251,현금
2024-02-07,지출,쇼핑,가전제품,-33720,
2024-02-07,지출,주거,가스비,-140379,현금
2024-02-07,지출,의료,치과,-196860,메모_3787
2024-02-08,지출,교통,지하철,-115827,메모_1543
2024-02-08,지출,저축/투자,적금 납입,-310257,
2024-02-08,지출,쇼핑,가전제품,-292630,
2024-02-09,지출,주거,관리비,-248302,
2024-02-09,지출,문화/여가,영화관,-82692,현금
2024-02-09,지출,문화/여가,공연 티켓,-18793,카드결제
2024-02-10,지출,교통,KTX,-50435,
2024-02-10,수입,기타수입,중고 판매,438855,현금
2024-02-11,지출,식비,중식당,-60850,
2024-02-11,지출,저축/투자,펀드 투자,-378881,
2024-02-11,수입,기타수입,용돈,223487,
2024-02-12,지출,식비,한식당,-77468,현금
2024-02-13,지출,교육,교재 구입,-221856,현금
2024-02-13,지출,교육,온라인 강의,-404984,
2024-02-14,수입,급여,보너스,4105248,현금
2024-02-14,수입,급여,이자 수입,4229785,메모_2589
2024-02-14,수입,급여,월급,2939020,
2024-02-14,수입,기타수입,중고 판매,144066,현금
2024-02-15,지출,저축/투자,펀드 투자,-372594,메모_4847
2024-02-16,지출,주거,가스비,-260548,
2024-02-16,지출,의료,치과,-115930,
2024-02-17,수입,기타수입,중고 판매,343137,현금
2024-02-17,지출,문화/여가,영화관,-82493,
2024-02-17,지출,교통,KTX,-111239,
2024-02-17,지출,통신,휴대폰 요금,-29439,카드결제
2024-02-17,수입,기타수입,용돈,259703,
2024-02-18,지출,교육,온라인 강의,-133952,현금
2024-02-18,지출,문화/여가,공연 티켓,-47830,메모_1334
2024-02-19,수입,급여,보너스,2740407,카드결제
2024-02-19,수입,급여,월급,3645161,현금
2024-02-19,지출,통신,케이블TV,-23918,
2024-02-19,지출,문화/여가,OTT 구독,-24779,
2024-02-20,수입,급여,보너스,2509138,현금
2024-02-20,지출,문화/여가,도서 구입,-43513,현금
2024-02-21,지출,쇼핑,가전제품,-236852,
2024-02-21,수입,급여,월급,3829962,
2024-02-22,지출,교육,학원비,-116191,메모_2406
2024-02-22,지출,주거,전기세,-229890,현금
2024-02-23,지출,주거,가스비,-272523,
2024-02-24,지출,의료,약국,-90511,
2024-02-24,지출,의료,한의원,-18637,현금
2024-02-25,지출,의료,한의원,-182790,메모_1493
2024-02-25,수입,급여,프리랜서 수입,3766446,카드결제
2024-02-25,지출,의료,한의원,-88926,
2024-02-25,지출,교통,버스,-46861,현금
2024-02-26,지출,식비,중식당,-9224,
2024-02-28,지출,통신,케이블TV,-21533,메모_2740
2024-02-28,수입,기타수입,환급금,104691,메모_3204
2024-02-28,지출,식비,배달음식,-26494,
2024-02-28,지출,의료,약국,-82758,
2024-02-28,지출,교육,학원비,-569088,
2024-02-28,지출,교육,자격증 시험,-333949,메모_4387
2024-02-28,수입,급여,프리랜서 수입,3190409,
2024-02-28,지출,교육,학원비,-243782,
2024-02-29,지출,여행,숙박비,-405546,현금
2024-03-01,지출,의료,안과,-46339,
2024-03-01,지출,저축/투자,주식 매수,-77096,
2024-03-01,지출,여행,여행 경비,-271029,카드결제
2024-03-02,지출,통신,휴대폰 요금,-80786,메모_438
2024-03-02,지출,통신,케이블TV,-47529,메모_1538
2024-03-02,지출,문화/여가,스포츠센터,-23548,카드결제
2024-03-03,지출,통신,인터넷 요금,-92415,카드결제
2024-03-04,지출,주거,가스비,-176606,
2024-03-05,지출,문화/여가,도서 구입,-9701,현금
2024-03-05,지출,주거,관리비,-284546,
2024-03-05,지출,주거,인터넷 설치,-248710,메모_3528
2024-03-06,지출,저축/투자,주식 매수,-808970,
2024-03-06,수입,급여,보너스,2750863,메모_3999
2024-03-07,지출,식비,점심식사,-26507,카드결제
2024-03-07,지출,여행,항공권,-843384,
2024-03-07,지출,교통,고속도로 통행료,-128062,카드결제
2024-03-07,수입,급여,보너스,2984279,
2024-03-07,지출,쇼핑,생활용품,-221873,카드결제
2024-03-08,수입,급여,보너스,4821648,
2024-03-08,지출,저축/투자,적금 납입,-460821,카드결제
2024-03-09,지출,문화/여가,도서 구입,-107501,카드결제
2024-03-09,지출,주거,수도세,-230491,카드결제
2024-03-09,지출,주거,인터넷 설치,-46821,
2024-03-09,지출,주거,전기세,-235940,카드결제
2024-03-09,수입,기타수입,용돈,443715,현금
2024-03-09,수입,급여,월급,3292343,
2024-03-10,지출,교통,버스,-86313,
2024-03-10,지출,쇼핑,화장품,-400339,카드결제
2024-03-10,지출,식비,중식당,-69278,메모_3905
2024-03-11,수입,급여,프리랜서 수입,2775217,현금
2024-03-11,지출,주거,가스비,-287659,
2024-03-11,지출,식비,카페,-73660,
2024-03-12,지출,주거,수도세,-296069,
2024-03-13,지출,교육,자격증 시험,-227336,
2024-03-13,지출,문화/여가,도서 구입,-114421,카드결제
2024-03-13,지출,교통,지하철,-15498,현금
2024-03-13,지출,통신,휴대폰 요금,-37208,
2024-03-14,수입,급여,월급,2883302,메모_1359
2024-03-14,지출,통신,휴대폰 요금,-101515,
2024-03-14,지출,여행,항공권,-575559,카드결제
2024-03-15,지출,쇼핑,옷 구입,-498020,현금
2024-03-15,지출,주거,인터넷 설치,-280840,카드결제
2024-03-15,수입,급여,이자 수입,2511656,메모_3277
2024-03-15,지출,저축/투자,펀드 투자,-121092,현금
2024-03-16,지출,주거,가스비,-199808,
2024-03-17,지출,교통,고속도로 통행료,-123049,현금
2024-03-18,지출,쇼핑,생활용품,-369189,카드결제
2024-03-20,지출,식비,마트,-66827,
2024-03-21,지출,의료,치과,-193836,카드결제
2024-03-21,수입,기타수입,용돈,421837,카드결제
2024-03-22,지출,통신,인터넷 요금,-111752,
2024-03-23,지출,교통,버스,-116992,카드결제
2024-03-24,지출,여행,항공권,-455971,
2024-03-24,지출,쇼핑,화장품,-55097,
2024-03-25,지출,통신,인터넷 요금,-92954,
